,index,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,imageLink,category,cardName,s3_file_name,s3_link,rgb
0,3156,3156,3153,223,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf849fd7f/images/finished-goods/Celebrating-the-Mom-You-Are-Mothers-Card_699MSI8192_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,celebrating-the-mom-you-are-mothers-card,celebrating-the-mom-you-are-mothers-card,https://greeting-card-images.s3.amazonaws.com/celebrating-the-mom-you-are-mothers-card,[254.95306285 254.93396977 254.93965223]
1,3434,3434,3436,506,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw9c07d681/images/finished-goods/Queen-for-a-Day-Mothers-Day-Card-root-599MSI3836_MSI3836_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,queen-for-a-day-mothers-day-card-root-599msi3836,queen-for-a-day-mothers-day-card-root-599msi3836,https://greeting-card-images.s3.amazonaws.com/queen-for-a-day-mothers-day-card-root-599msi3836,[254.95677664 254.92148523 254.83434878]
2,3982,3982,4001,89,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2c78bbbf/images/finished-goods/You-Are-a-Unicorn-Queen-Thinking-of-You-Card_399YYF1302_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,you-are-a-unicorn-queen-thinking-of-you-card,you-are-a-unicorn-queen-thinking-of-you-card,https://greeting-card-images.s3.amazonaws.com/you-are-a-unicorn-queen-thinking-of-you-card,[254.84650184 254.9431878  254.89710679]
3,3441,3441,3444,514,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0bdc9cb6/images/finished-goods/Embossed-Heart-With-Icons-and-Mom-Phrases-Mothers-Day-Card_799MSI6019_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,embossed-heart-with-icons-and-mom-phrases-mothers-day-card,embossed-heart-with-icons-and-mom-phrases-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/embossed-heart-with-icons-and-mom-phrases-mothers-day-card,[254.8933958  254.89305302 254.89956581]
4,1870,1870,1848,152,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0ba776b8/images/finished-goods/Layered-Heart-and-Leaves-Romantic-Anniversary-Card_899LAD2585_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,layered-heart-and-leaves-romantic-anniversary-card,layered-heart-and-leaves-romantic-anniversary-card,https://greeting-card-images.s3.amazonaws.com/layered-heart-and-leaves-romantic-anniversary-card,[254.90150731 254.8994362  254.88459326]
5,1089,1089,1047,11,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4eb96949/images/finished-goods/You-Were-Born-Daughter-Birthday-Card_299FBD2781_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,you-were-born-daughter-birthday-card,you-were-born-daughter-birthday-card,https://greeting-card-images.s3.amazonaws.com/you-were-born-daughter-birthday-card,[254.95250987 254.89949239 254.78849408]
6,3047,3047,3042,112,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1c0d8577/images/finished-goods/Flowers-Wonderful-Woman-Birthday-Card_479FBD8031_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,flowers-wonderful-woman-birthday-card,flowers-wonderful-woman-birthday-card,https://greeting-card-images.s3.amazonaws.com/flowers-wonderful-woman-birthday-card,[254.87655706 254.82931209 254.9101111 ]
7,1721,1721,1715,19,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwdf1c2798/images/finished-goods/Tree-With-a-Couples-Initials-Fathers-Day-Card_399IMM6475_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,tree-with-a-couples-initials-fathers-day-card,tree-with-a-couples-initials-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/tree-with-a-couples-initials-fathers-day-card,[254.89232444 254.8328797  254.88067501]
8,2069,2069,2052,79,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd98a998b/images/finished-goods/ken-sheldon-every-little-moment-wife-card-root-499moa2594_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,ken-sheldon-every-little-moment-wife-card-root-499moa2594,ken-sheldon-every-little-moment-wife-card-root-499moa2594,https://greeting-card-images.s3.amazonaws.com/ken-sheldon-every-little-moment-wife-card-root-499moa2594,[254.85921081 254.85921081 254.85513618]
9,3129,3129,3125,195,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8d97fe5f/images/finished-goods/Life-Gave-Me-You-Mothers-Day-Card_599IEM6552_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,life-gave-me-you-mothers-day-card,life-gave-me-you-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/life-gave-me-you-mothers-day-card,[254.89680909 254.81308816 254.79816117]
10,4242,4242,4252,340,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2034911b/images/finished-goods/Amazing-Girl-Gift-Tag-FrenchLanguage-Birthday-Card-root-799LDQ1022_LDQ1022_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,amazing-girl-gift-tag-frenchlanguage-birthday-card-root-799ldq1022,amazing-girl-gift-tag-frenchlanguage-birthday-card-root-799ldq1022,https://greeting-card-images.s3.amazonaws.com/amazing-girl-gift-tag-frenchlanguage-birthday-card-root-799ldq1022,[254.89284439 254.87296107 254.72496726]
11,3863,3863,3882,91,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw6f4f8751/images/finished-goods/Grateful-for-You-Christmas-Card-for-Grandma-root-429XXO2881_XXO2881_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandmother,grateful-for-you-christmas-card-for-grandma-root-429xxo2881,grateful-for-you-christmas-card-for-grandma-root-429xxo2881,https://greeting-card-images.s3.amazonaws.com/grateful-for-you-christmas-card-for-grandma-root-429xxo2881,[254.89978653 254.87523719 254.70635674]
12,2039,2039,2019,46,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc72d10ab/images/finished-goods/Butterfly-Wreath-Birthday-Card-in-Gift-Box_1499LAD2657_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,butterfly-wreath-birthday-card-in-gift-box,butterfly-wreath-birthday-card-in-gift-box,https://greeting-card-images.s3.amazonaws.com/butterfly-wreath-birthday-card-in-gift-box,[254.84526954 254.8424732  254.76448656]
13,3323,3323,3322,392,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4bb6fed6/images/finished-goods/Layered-Flowers-in-Heart-Shape-Mothers-Day-Card_699MSI6149_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,layered-flowers-in-heart-shape-mothers-day-card,layered-flowers-in-heart-shape-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/layered-flowers-in-heart-shape-mothers-day-card,[254.81037746 254.85558401 254.74490591]
14,1121,1121,1081,45,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8b28eefb/images/finished-goods/HeartShaped-Shells-Birthday-Card_429FBD8079_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,heartshaped-shells-birthday-card,heartshaped-shells-birthday-card,https://greeting-card-images.s3.amazonaws.com/heartshaped-shells-birthday-card,[254.74035524 254.8295056  254.80676547]
15,1809,1809,1796,100,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw87359adc/images/finished-goods/Love-Our-Journey-Christmas-Card-for-Husband-root-529XXO2601_XXO2601_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,love-our-journey-christmas-card-for-husband-root-529xxo2601,love-our-journey-christmas-card-for-husband-root-529xxo2601,https://greeting-card-images.s3.amazonaws.com/love-our-journey-christmas-card-for-husband-root-529xxo2601,[254.76228191 254.88303489 254.7231405 ]
16,1832,1832,2102,129,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5a6d3c5d/images/finished-goods/Animal-Pairs-Romantic-Love-Card_799LAD2517_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,animal-pairs-romantic-love-card,animal-pairs-romantic-love-card,https://greeting-card-images.s3.amazonaws.com/animal-pairs-romantic-love-card,[254.82474453 254.7673882  254.75233491]
17,4250,4250,4259,347,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2b8048bd/images/finished-goods/Box-Wine-Girls-and-Champagne-Life-Friendship-Card_459NED2017_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,box-wine-girls-and-champagne-life-friendship-card,box-wine-girls-and-champagne-life-friendship-card,https://greeting-card-images.s3.amazonaws.com/box-wine-girls-and-champagne-life-friendship-card,[254.77831261 254.79649686 254.71707448]
18,3026,3026,3021,91,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw428b3716/images/finished-goods/Spring-Flowers-Mothers-Day-Card-for-Stepmom_399MOA5199_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,spring-flowers-mothers-day-card-for-stepmom,spring-flowers-mothers-day-card-for-stepmom,https://greeting-card-images.s3.amazonaws.com/spring-flowers-mothers-day-card-for-stepmom,[254.75403226 254.75299539 254.74631336]
19,2360,2360,2358,385,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw38f87921/images/finished-goods/Contemporary-Numbers-20th-Anniversary-Card_399AVY2365_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,contemporary-numbers-20th-anniversary-card,contemporary-numbers-20th-anniversary-card,https://greeting-card-images.s3.amazonaws.com/contemporary-numbers-20th-anniversary-card,[254.81973285 254.79705915 254.62319003]
20,856,856,815,154,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0d2f190d/images/finished-goods/Joy-and-Love-Christmas-Card-for-Granddaughter-root-200XV1156_XV1156_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Granddaughter,joy-and-love-christmas-card-for-granddaughter-root-200xv1156,joy-and-love-christmas-card-for-granddaughter-root-200xv1156,https://greeting-card-images.s3.amazonaws.com/joy-and-love-christmas-card-for-granddaughter-root-200xv1156,[254.79927093 254.82937441 254.55738476]
21,24,24,20,20,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5bb7f444/images/finished-goods/Dr.-Seuss-The-Cat-in-the-Hat-Birthday-Card_299HKB4792_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Boy,dr.-seuss-the-cat-in-the-hat-birthday-card,dr.-seuss-the-cat-in-the-hat-birthday-card,https://greeting-card-images.s3.amazonaws.com/dr.-seuss-the-cat-in-the-hat-birthday-card,[254.81953589 254.714517   254.630653  ]
22,3978,3978,3997,85,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw92d73e3c/images/finished-goods/Disney-Minnie-Mouse-You-Make-Our-Family-Sweeter-Birthday-Card-root-399FBD4098_FBD4098_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,disney-minnie-mouse-you-make-our-family-sweeter-birthday-card-root-399fbd4098,disney-minnie-mouse-you-make-our-family-sweeter-birthday-card-root-399fbd4098,https://greeting-card-images.s3.amazonaws.com/disney-minnie-mouse-you-make-our-family-sweeter-birthday-card-root-399fbd4098,[254.68493319 254.71129092 254.76020596]
23,4207,4207,4220,308,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw040abe2c/images/finished-goods/Potted-Plants-and-Flowers-Birthday-Card_499HRD3027_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,potted-plants-and-flowers-birthday-card,potted-plants-and-flowers-birthday-card,https://greeting-card-images.s3.amazonaws.com/potted-plants-and-flowers-birthday-card,[254.73239758 254.71676367 254.68572407]
24,2235,2235,2232,259,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw7821570b/images/finished-goods/Contemporary-Heart-Designs-Anniversary-Card_559AVY1842_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,contemporary-heart-designs-anniversary-card,contemporary-heart-designs-anniversary-card,https://greeting-card-images.s3.amazonaws.com/contemporary-heart-designs-anniversary-card,[254.69844422 254.70528523 254.6829968 ]
25,688,688,657,137,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc5f377d2/images/finished-goods/So-Grateful-for-You-Christmas-Card-for-Grandson-root-499XXO1183_XXO1183_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandson,so-grateful-for-you-christmas-card-for-grandson-root-499xxo1183,so-grateful-for-you-christmas-card-for-grandson-root-499xxo1183,https://greeting-card-images.s3.amazonaws.com/so-grateful-for-you-christmas-card-for-grandson-root-499xxo1183,[254.75420549 254.74113518 254.58719593]
26,3897,3897,3917,5,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwaaeff1f8/images/finished-goods/Fashionable-Woman-Illustration-Congratulations-Card_399MHF1116_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,fashionable-woman-illustration-congratulations-card,fashionable-woman-illustration-congratulations-card,https://greeting-card-images.s3.amazonaws.com/fashionable-woman-illustration-congratulations-card,[254.69568636 254.70242642 254.68141991]
27,2405,2405,2405,432,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc053b0c1/images/finished-goods/Beauty-You-Bring-Valentines-Day-Card_799VEE9229_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,beauty-you-bring-valentines-day-card,beauty-you-bring-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/beauty-you-bring-valentines-day-card,[254.76976771 254.66712438 254.63508411]
28,3394,3394,3395,465,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw9c94d893/images/finished-goods/Sleeping-Cat-in-Sunny-Window-Mothers-Day-Card_699MSI6047_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,sleeping-cat-in-sunny-window-mothers-day-card,sleeping-cat-in-sunny-window-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/sleeping-cat-in-sunny-window-mothers-day-card,[254.75862069 254.67908788 254.63303671]
29,3534,3534,3541,611,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw6fcc4c53/images/finished-goods/A-Little-Love-Spanish-Birthday-Card_399BIF1318_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,a-little-love-spanish-birthday-card,a-little-love-spanish-birthday-card,https://greeting-card-images.s3.amazonaws.com/a-little-love-spanish-birthday-card,[254.61893575 254.77105603 254.66721485]
30,3371,3371,3370,440,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc1cd818c/images/finished-goods/Tulip-Flowers-Watercolor-Mothers-Day-Card_500MSI9979_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,tulip-flowers-watercolor-mothers-day-card,tulip-flowers-watercolor-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/tulip-flowers-watercolor-mothers-day-card,[254.67951837 254.66103138 254.68584286]
31,3803,3803,3821,30,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwcb5dbcb5/images/finished-goods/Bouquet-in-Heart-Grandma-Mothers-Day-Card-From-Both_499MOA2537_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandmother,bouquet-in-heart-grandma-mothers-day-card-from-both,bouquet-in-heart-grandma-mothers-day-card-from-both,https://greeting-card-images.s3.amazonaws.com/bouquet-in-heart-grandma-mothers-day-card-from-both,[254.69163309 254.6691159  254.66117563]
32,1677,1677,1662,37,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw07408dfc/images/finished-goods/Wishing-You-Memories-as-Wonderful-as-You-Birthday-Card-for-Niece-root-399FBD8203_FBD8203_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Niece,wishing-you-memories-as-wonderful-as-you-birthday-card-for-niece-root-399fbd8203,wishing-you-memories-as-wonderful-as-you-birthday-card-for-niece-root-399fbd8203,https://greeting-card-images.s3.amazonaws.com/wishing-you-memories-as-wonderful-as-you-birthday-card-for-niece-root-399fbd8203,[254.75375411 254.80842328 254.44533083]
33,3380,3380,3380,450,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwedec7d25/images/finished-goods/Pretty-Seashells-With-Glitter-Mothers-Day-Card_599MSI8979_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,pretty-seashells-with-glitter-mothers-day-card,pretty-seashells-with-glitter-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/pretty-seashells-with-glitter-mothers-day-card,[254.687956   254.62958806 254.62610843]
34,1579,1579,1551,126,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwed6b8efe/images/finished-goods/Lucky-and-Loved-Easter-Card-for-Sister_399E2594_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Sister,lucky-and-loved-easter-card-for-sister,lucky-and-loved-easter-card-for-sister,https://greeting-card-images.s3.amazonaws.com/lucky-and-loved-easter-card-for-sister,[254.70277256 254.65131579 254.5687265 ]
35,2065,2065,2048,75,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw03c862fe/images/finished-goods/All-My-Love-Birthday-Card-for-Wife-root-499FBD2429_FBD2429_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,all-my-love-birthday-card-for-wife-root-499fbd2429,all-my-love-birthday-card-for-wife-root-499fbd2429,https://greeting-card-images.s3.amazonaws.com/all-my-love-birthday-card-for-wife-root-499fbd2429,[254.79571529 254.64937954 254.4616015 ]
36,2857,2857,3533,603,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf0114bdf/images/finished-goods/Crib-With-Mobile-Bear-Blanket-New-Baby-Card_699LAD2592_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,crib-with-mobile-bear-blanket-new-baby-card,crib-with-mobile-bear-blanket-new-baby-card,https://greeting-card-images.s3.amazonaws.com/crib-with-mobile-bear-blanket-new-baby-card,[254.69467279 254.66446034 254.50944806]
37,219,219,790,129,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0905edba/images/finished-goods/Celebrating-You-Spanish-Birthday-Card_299BIF1293_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Granddaughter,celebrating-you-spanish-birthday-card,celebrating-you-spanish-birthday-card,https://greeting-card-images.s3.amazonaws.com/celebrating-you-spanish-birthday-card,[254.57043283 254.62057336 254.64272063]
38,3208,3208,3207,277,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw9a139d1d/images/finished-goods/A-Little-Reminder-of-Love-Mothers-Day-Card-root-699MSI3666_MSI3666_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,a-little-reminder-of-love-mothers-day-card-root-699msi3666,a-little-reminder-of-love-mothers-day-card-root-699msi3666,https://greeting-card-images.s3.amazonaws.com/a-little-reminder-of-love-mothers-day-card-root-699msi3666,[254.68300324 254.63511245 254.51404274]
39,4281,4281,4290,378,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc1a32b38/images/finished-goods/To-My-Dear-Friend-FrenchLanguage-Birthday-Card-root-799LDQ1034_LDQ1034_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,to-my-dear-friend-frenchlanguage-birthday-card-root-799ldq1034,to-my-dear-friend-frenchlanguage-birthday-card-root-799ldq1034,https://greeting-card-images.s3.amazonaws.com/to-my-dear-friend-frenchlanguage-birthday-card-root-799ldq1034,[254.71306091 254.6303307  254.4453847 ]
40,4033,4033,4051,139,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2f2635a8/images/finished-goods/Whats-Up-Girl-Thinking-of-You-Card_399MHF1113_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,whats-up-girl-thinking-of-you-card,whats-up-girl-thinking-of-you-card,https://greeting-card-images.s3.amazonaws.com/whats-up-girl-thinking-of-you-card,[254.60124403 254.59046984 254.55736977]
41,2810,2810,2810,404,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw59bc5de6/images/finished-goods/G-Foil-Cake-Birthday-Card_459MAN2880_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,g-foil-cake-birthday-card,g-foil-cake-birthday-card,https://greeting-card-images.s3.amazonaws.com/g-foil-cake-birthday-card,[254.58862549 254.67507612 254.42192258]
42,2290,2290,2286,313,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw89257874/images/finished-goods/My-Main-Gal-Valentines-Day-Card-for-Wife-root-799VEE3456_VEE3456_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,my-main-gal-valentines-day-card-for-wife-root-799vee3456,my-main-gal-valentines-day-card-for-wife-root-799vee3456,https://greeting-card-images.s3.amazonaws.com/my-main-gal-valentines-day-card-for-wife-root-799vee3456,[254.70587574 254.16582406 254.63464779]
43,389,389,374,132,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwa89316c6/images/finished-goods/Fancy-Cake-With-Gold-Foil-Lettering-16th-Birthday-Card-root-459HBD4007_HBD4007_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,fancy-cake-with-gold-foil-lettering-16th-birthday-card-root-459hbd4007,fancy-cake-with-gold-foil-lettering-16th-birthday-card-root-459hbd4007,https://greeting-card-images.s3.amazonaws.com/fancy-cake-with-gold-foil-lettering-16th-birthday-card-root-459hbd4007,[254.50940845 254.53284507 254.44292958]
44,4177,4177,4352,54,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw190d584e/images/finished-goods/Hell-Yes-Blank-Congratulations-Card_299YYB1400_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Man,hell-yes-blank-congratulations-card,hell-yes-blank-congratulations-card,https://greeting-card-images.s3.amazonaws.com/hell-yes-blank-congratulations-card,[254.59639107 254.42032827 254.45407279]
